angol;olasz;Last year I finished high school.;L'anno scorso ho finito il liceo.
angol;olasz;He has been teaching in this high school for three months.;Insegna in questo liceo da tre mesi.
olasz;angol;Questo libro ? popolare tra gli alunni.;This book is popular with pupils.
angol;olasz;this book is popular among students;questo libro ? popolare tra gli studenti
angol;olasz;This visit has not gone well.;Questa visita non ? andata bene.
angol;olasz;Why am I always the last to know things?;Perché sono sempre l'ultimo a sapere le cose?
olasz;angol;Perché sono sempre l'ultimo a sapere le cose?;Why am I always the last to know things?
angol;olasz;Can you give me a few examples?;Puoi farmi qualche esempio?
angol;olasz;I have a lot of homework.;Ho un sacco di compiti.
angol;olasz;With a degree he can find a better job.;Con una laurea pu? trovare un lavoro migliore.
angol;német;With a degree he can find a better job.;Mit einem Abschluss kann er einen besseren Job finden.
angol;olasz;You caught nothing.;Non hai preso niente.
angol;magyar;You caught nothing.;Nem fogtál el semmit.
olasz;angol;il tragitto;the journey
német;olasz;Klaus, ich brauche den Stadtplan und den Spiegel!;Klaus, ho bisogno della mappa della citt? e dello specchio!
német;angol;Klaus, ich brauche den Stadtplan und den Spiegel!;Klaus, I need the city map and the mirror!
olasz;angol;La vettura;The car
olasz;német;Dove va il tuo viaggio?;Wohin geht deine Reise?
olasz;angol;Dove va il tuo viaggio?;Where is your trip going?
olasz;német;La Germania ci piace.;Wir mögen Deutschland.
német;olasz;Ich mag den Verkehr nicht.;Non mi piace il traffico.
angol;olasz;The traffic jam needs cars.;Il traffico ha bisogno di automobili.
német;angol;Der Stau braucht Autos.;The traffic jam needs cars.
olasz;angol;La metropolitana non ? fatta di vetro.;The subway is not made of glass.
olasz;német;La metropolitana non ? fatta di vetro.;Die U-Bahn besteht nicht aus Glas.
olasz;német;Il suo giro ? breve.;Seine Tour ist kurz.
olasz;angol;La macchina a noleggio che ? l? ? veloce.;"The rental car that's over there is fast.
1"
olasz;angol;Il percorso ? lungo.;The path is long.
olasz;angol;? la sua gita.;It's his trip.
német;olasz;Die Strecke;La distanza
angol;olasz;I want to give him a car.;Voglio dargli una macchina.
olasz;angol;Io voglio dargli un'automobile.;I want to give him a car.
olasz;angol;Voglio che tu mi dia un pezzo di pane.;I want you to give me a piece of bread.
olasz;angol;Voglio che ci lavori lui su tutto.;I want him to work on everything.
olasz;angol;La Germania ci piace.;We like Germany.
német;olasz;Wir mögen Deutschland.;Ci piace la Germania.
angol;olasz;just;appena
olasz;angol;appena;as soon as
olasz;angol;subito;immediately
angol;olasz;they stayed home because it was raining;sono rimasti a casa perché pioveva
olasz;angol;lei stette con quel ragazzo per tre anni.;she stayed with that boy for three years.
angol;olasz;she stayed with that guy for three years;? rimasta con quel ragazzo per tre anni
angol;olasz;later they watched television;poi hanno guardato la televisione
olasz;angol;questa sembrava come un'avventura;this seemed like an adventure
angol;olasz;He fell off the horse.;? caduto da cavallo.
olasz;angol;Cos'? successo qua?;What happened here?
olasz;angol;hai finito il tuo lavoro?;have you finished your work?
angol;olasz;she introduced me to her boyfriend;mi ha presentato il suo ragazzo
angol;olasz;I knew it;lo sapevo
angol;olasz;she looked through the window;guard? dalla finestra
angol;olasz;I felt that it was completely wrong.;Ho sentito che era completamente sbagliato.
angol;olasz;I had the impression that was completely wrong;Ho avuto l'impressione che fosse completamente sbagliato
olasz;angol;la macchina si é girata;the car turned around
angol;olasz;he died recently;? morto di recente
olasz;angol;lui é morto recentemente;he died recently
angol;olasz;They gave food to the dog;Loro hanno dato del cibo al cane.
angol;olasz;She supported her father.;Ha sostenuto suo padre.
angol;olasz;he kept his father;ha mantenuto suo padre
német;olasz;Er ist das Kind, sie die Erwachsene.;Lui ? il bambino, lei ? l'adulto.
olasz;német;Il visitatore ha un cane.;Der Besucher hat einen Hund.
német;olasz;Der Heimwerker ist schlecht;Il tuttofare ? cattivo
német;olasz;Der Heimwerker ist unfähig.;Il tuttofare ? incapace.
olasz;német;Il lavoratore fai da te ? incapace.;Der Heimwerker ist unfähig.
német;olasz;die Frauen trinken Tee;Le donne bevono del t?.
német;olasz;Was essen vier Jungen?;Cosa mangiano i quattro ragazzi?
angol;olasz;The salad is ready, let's pass it to the guests!;L'insalata ? pronta, passiamola agli ospiti!
angol;olasz;Let's call each other a couple!;Chiamiamoci una coppia!
olasz;angol;Guarda bene, cosa faccio;Look well, what I do
olasz;angol;Guarda bene cosa faccio;Take a good look at what I do
angol;olasz;Watch what I do closely!;Guarda cosa faccio da vicino!
angol;olasz;Listen to this violin!;Senti questo violino!
olasz;angol;passi da me pi? tardi.;come by me later.
angol;olasz;Come and visit me later.;Vieni a trovarmi pi? tardi.
angol;olasz;Arrive earlier today!;Arrivate prima oggi!
angol;olasz;Know that mom returns this evening!;Sappi che la mamma torna questa sera!
angol;olasz;let's go have to breakfast;andiamo a fare colazione
olasz;angol;Tutto ci? che lui dice ? vero.;Everything he says is true.
angol;olasz;I know my daughter better than anybody else.;Conosco mia figlia meglio di chiunque altro.
olasz;angol;Tu vuoi i biscotti al cioccolato, i quali ho gi? mangiato.;You want the chocolate chip cookies, which I've already eaten.
angol;olasz;I see some often enough.;Ne vedo abbastanza spesso.
olasz;angol;Alcune di loro non sanno ancora scrivere.;Some of them still can't write.
olasz;angol;Alcune di loro non lo sanno ancora.;Some of them don't know yet.
olasz;angol;Mio figlio non ne offre alcuna.;My son doesn't offer any.
angol;olasz;My son does not offer any of them.;Mio figlio non ne offre nessuno.
angol;olasz;Many are homeless;Molti sono senza casa
angol;olasz;I don't see anything.;Non vedo niente.
olasz;angol;Sei vicino a me, adesso tutto va bene.;You are close to me, now everything is fine.
olasz;angol;Vanno tutti tranne io, ovviamente.;Everyone goes except me, of course.
olasz;angol;tipo;guy
angol;olasz;the girls eat all their breakfast;le ragazze mangiano tutta la colazione
angol;olasz;both of the streets lead to the station;entrambe le strade portano alla stazione
angol;olasz;Where are all the others?;Dove sono tutti gli altri?
olasz;magyar;Conosco qualcuno al ristorante;Ismerek valakit az étteremben
angol;olasz;What happens next week?;Cosa succede la prossima settimana?
olasz;angol;Che succede la settimana prossima?;What's going on next week?
olasz;angol;qualcuno ha le scarpe nuove;someone has new shoes
angol;olasz;somebody has the new shoes;qualcuno ha le scarpe nuove
angol;olasz;who else is with us;chi altro ? con noi
angol;olasz;Does somebody know what time it is?;Qualcuno sa che ora é?
olasz;angol;Nel giornale scrivono su lui e altri tre.;In the newspaper they write about him and three others.
angol;olasz;In the newspaper they write about him and three others.;Nel giornale scrivono di lui e di altri tre.
olasz;angol;Non abbiamo un acquirente.;We don't have a buyer.
olasz;magyar;Non abbiamo un acquirente.;Nincs vevõnk.
olasz;magyar;L'abitante;A lakó
német;olasz;Ihm gefallen die Menschen.;Gli piacciono le persone.
olasz;német;Gli piacciono gli esseri umani.;Er mag Menschen.
olasz;angol;Gli piacciono gli esseri umani.;He likes humans.
olasz;angol;Il lavoratore fai da te;The do-it-yourself worker
angol;olasz;I'll never see that guy again.;Non rivedr? mai pi? quel ragazzo.
olasz;angol;Quel tipo non lo rivedr? mai pi?.;I'll never see that guy again.
olasz;angol;Lei deve porre il succo in cucina.;You have to put the juice in the kitchen.
angol;olasz;She has to place the juice in the kitchen.;Deve mettere il succo in cucina.
olasz;angol;Lo chiamai al telefono.;I called him on the phone.
olasz;angol;Lui seguiva due corsi.;He took two courses.
olasz;angol;lei ha preso due corsi;she took two courses
olasz;angol;ho pensato che eri un dottore;I thought you were a doctor
angol;olasz;I thought you were a doctor;Pensavo fossi un dottore
angol;olasz;the party started yesterday;la festa ? iniziata ieri
olasz;angol;la festa inizi? ieri;the party started yesterday
olasz;angol;Mia sorella mi fece studiare.;My sister made me study.
angol;olasz;my sister made me study;mia sorella mi ha fatto studiare
angol;olasz;they left this at the door;hanno lasciato questo alla porta
angol;magyar;She used to have six dogs.;Régen hat kutyája volt.
angol;olasz;She used to have six dogs.;Aveva sei cani.
olasz;angol;Lei aveva sei cani.;She had six dogs.
angol;olasz;He played twice.;Ha giocato due volte.
olasz;angol;Lui suon? due volte.;He played twice.
angol;olasz;nobody listened to me;nessuno mi ha ascoltato
olasz;angol;Io l'ho visto recentemente.;I've seen it recently.
olasz;angol;l'ho visto di recente;I saw it recently
angol;olasz;the girl heard a bird;la ragazza ha sentito un uccello
angol;olasz;she had a cat;aveva un gatto
angol;olasz;She had a daughter with her first husband.;Ha avuto una figlia con il suo primo marito.
olasz;angol;Lei ebbe una figlia dal suo primo marito.;She had a daughter with her first husband.
angol;olasz;The boyfriend and girlfriend walked along the beach.;Il ragazzo e la ragazza hanno camminato lungo la spiaggia.
angol;olasz;i went to the pool with my dad;sono andato in piscina con mio padre
angol;olasz;there were three dogs in my house;c'erano tre cani in casa mia
angol;olasz;did you cook in that kitchen?;hai cucinato in quella cucina?
angol;olasz;the girls ate some cheese;le ragazze hanno mangiato del formaggio
angol;olasz;it was necessary that I spoke;era necessario che parlassi
olasz;angol;era necessario che parlassi;it was necessary for me to speak
angol;olasz;that night she introduced me to everyone;quella sera mi ha presentato a tutti
